id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,转发数,评论数,点赞数,发布时间,发布工具,retweet_id
4655706337188211	,KnnaVu9YT,7582791812	,服务热线4oo-7658828,发布了头条文章：《长沙海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰天然气爆炸的背后#O长沙海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线,http://t.cn/A6f6dDFH,,,0,0,0,2021-07-05 21:05,微博 weibo.com,	
4655705812633043	,Knna5b2Yr,7582791812	,服务热线4oo-7658828,发布了头条文章：《宁波海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰天然气爆炸的背后#O宁波海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线,http://t.cn/A6f6duoa,,,0,0,0,2021-07-05 21:03,微博 weibo.com,	
4655705530828904	,Knn9D3tDq,7582791812	,服务热线4oo-7658828,发布了头条文章：《苏州海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰燃气爆炸已致25人死亡#O苏州海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线,http://t.cn/A6f6dRyY,,,0,0,0,2021-07-05 21:02,微博 weibo.com,	
4655705057659748	,Knn8Rw8Ek,7582791812	,服务热线4oo-7658828,发布了头条文章：《南京海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰燃气爆炸已致25人死亡#O南京海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线,http://t.cn/A6f6dl1t,,,0,0,0,2021-07-05 21:00,微博 weibo.com,	
4655705006804487	,Knn8Msy9N,7582791812	,服务热线4oo-7658828,发布了头条文章：《南京海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰燃气爆炸已致25人死亡#O网页链接,http://t.cn/A6f6dWgy,,,0,0,0,2021-07-05 21:00,微博 weibo.com,	
4655704629056480	,Knn8aC00g,7582791812	,服务热线4oo-7658828,发布了头条文章：《杭州海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰燃气爆炸已致25人死亡#O杭州海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线,http://t.cn/A6f6dCdj,,,0,0,0,2021-07-05 20:59,微博 weibo.com,	
4655702112994411	,Knn47cyYX,7582791812	,服务热线4oo-7658828,发布了头条文章：《杭州海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰天然气爆炸的背后#O杭州海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线,http://t.cn/A6f6rsh1,,,0,0,0,2021-07-05 20:49,微博 weibo.com,	
4655701630392740	,Knn3l1Eaw,7582791812	,服务热线4oo-7658828,发布了头条文章：《上海海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线》#十堰燃气爆炸8人被刑拘#O上海海信空调售后服务维修中心电话-〔全国官方24小时网点〕客服热线,http://t.cn/A6f6rraY,,,0,0,0,2021-07-05 20:47,微博 weibo.com,	
4655678273359998	,KnmrFe65w,3939057779	,格尔木法院,"筑牢燃气安全防线！格尔木市人民法院举办燃气使用安全培训为深刻吸取湖北十堰燃气爆炸事故教训，切实提高安全用气意识，7月2日，格尔木市人民法院召开燃气安全警示教育培训会，培训特邀华润燃气公司安全技术部经理罗明授课。会上，罗明围绕燃气危害、用气安全隐患分析、燃气安全使用知识、燃气泄漏的应急措施、典型事故分析5方面内容，详细讲解了燃气相关安全操作规程、危害告知设置、个人防护措施、突发事件应急处置等内容。培训中，他结合最新修订的《中华人民共和国安全生产法》进行讲解，培训内容贴近我院安全生产工作实际，对安全生产工作有着重要指导意义。培训结束后，华润公司检查了我院食堂的燃气系统,对厨房燃气设备接口和管道有无燃气泄漏等进行全面的检测，检查有无燃气泄漏和接口松动、脱落现象，管线接头是否漏气，燃气截断阀、燃气报警器是否完好，以及燃气的一些相关设备是否正常等。同时，针对一旦发生天燃气漏气时的应急措施，检测人员向食堂人员进行了详细的讲解。通过此次燃气使用安全培训，让法院干警了解到了燃气的危险性及安全用气的重要性，特别是通过分析典型事故案例，普及了燃气安全常识，给大家敲响了“警钟”，真正提高了全体干警安全用气意识和素质。下一步，格尔木市法院将切实加强隐患排查，树牢安全意识，建立问题隐患台账，发现一起，整改一起。切实加强安全检查，进一步强化隐患排查，提升全院干警的安全防范意识，狠抓各项安全措施落实，做到警钟长鸣，确保我院不发生燃气方面的安全事故，维护社会大局稳定。",,,,0,0,0,2021-07-05 19:14,微博 weibo.com,	
4655653424993280	,KnlNAkWYM,3214857335	,鹿城区松台街道,松台街道积极开展安全生产宣传教育“五进”活动为切实加强安全生产宣传教育“五进”活动工作，进一步普及安全知识，近期，松台街道组织各社区开展了安全生产宣传教育“五进”活动，广泛宣传安全生产知识。进社区宣传6月20日下午，茶花社区开展“人人防灾防火，家家平安快乐”消防安全广场宣传活动。活动中，社区通过悬挂横幅，发放消防安全知识手册和宣传单的方式向社区居民进行消防安全知识宣传。工作人员从防火、灭火、逃生、自救四个方面详细介绍了火灾的形成过程、自救逃生的方法、消防器材的使用方法等。倡导大家在日常生活、工作中多关注消防安全，学习消防安全知识，参与消防安全工作，杜绝和减少火灾事故的发生，共同维护幸福美好的家园。工作人员还在辖区店铺、企业、社区、人员密集场所显眼位置装订“禁止停放、严禁私拉”电动车宣传KT板与“消防安全温馨提示”消防安全宣传牌，让社区居民、店铺经营者、单位负责人及员工在潜移默化中了解安全基本常识并熟练掌握。在提高居民日常生活中的火灾防控能力的同时，提醒广大居民在日常工作、生活中时刻注意火灾防范，确保一旦发生火灾，能够正确使用消防器材、及时处置各类火灾事故并疏散逃生。进学校宣传6月17日，桂柑社区联合水心教育集团一校区特别邀请了鹿城区红十字会讲师，为师生们开展一堂线上急救知识培训课。红十字会讲师利用学校多媒体设备，为广大师生讲解了防中暑、防溺水、防踩踏等应急急救知识，用生动的语言和形象的图片，将急救知识传授给学校师生。授课结束后，学生们积极提问，由讲师在线逐一回答。进企业宣传6月21日下午，半腰桥社区入西山合美印刷厂对企业负责人、安管员与员工进行安全生产知识科普和政策法规的讲解，并现场指导如何在“浙江省安全生产网络学院”进行操作打卡学习。要求单位负责人要全面提高安全意识，时刻绷紧防范安全风险这根弦，强化“居安思危”意识，履行好自己的主体责任，加大本单位从业人员的安全培训教育，层层压实责任，确保本单位安全生产不出问题。进家庭宣传为深刻吸取湖北十堰市张湾区艳湖社区集贸市场燃气爆炸事故教训，街道对居民用户开展了燃气使用安全检查，重点检查了灶具、钢瓶与软管，并进一步强化居住出租房、高层建筑和人员密集场所的用气安全管理。发现居民在使用液化气时，存在厨房煤气灶与液化气罐间距不够、软管老化未及时更换等问题。针对发现的问题，对即刻能整改的隐患督促进行现场整改，对一时无法整改的隐患，开具隐患督改单责令限期整改。检查的同时，还指导居民正确使用管道天然气，并重点介绍了对燃气器具的构造、报废年限、使用注意事项等，还向居民详细讲解了多种不规范用气现象的危害及整改方法，为用户作了全面的安全用气指导。通过开展安全生产宣传教育“五进”活动，形成了全社会关心、支持、参与安全生产的浓厚氛围，为推动街道安全生产工作奠定了良好的舆论基础。,,,,0,0,0,2021-07-05 17:35,新版微博 weibo.com,	
